"Municipio","ibge","latitude","longitude","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 1974 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 1975 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 1976 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 1977 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 1978 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 1979 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 1980 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 1981 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 1982 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 1983 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 1984 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 1985 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 1986 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 1987 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 1988 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 1989 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 1990 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 1991 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 1992 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 1993 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 1994 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 1995 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 1996 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 1997 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 1998 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 1999 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 2000 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 2001 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 2002 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 2003 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 2004 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 2005 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 2006 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 2007 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 2008 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 2009 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 2010 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 2011 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 2012 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 2013 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 2014 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 2015 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 2016 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 2017 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 2018 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 2019 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 2020 (t)","/Agricultura/Culturas Tempor�rias/Arroz/Quantidade Produzida 2021 (t)"
"Tenente Portela","4321402","-27.371099999990","-53.758499999990","270","540","540","540","243","72","960","437","278","312","490","386","267","504","180","315","150","80","184","78","78","78","16","19","19","19","19","42","19","19","19","19","22","22","8","-","-","8","2","-","-","-","-","-","-","6","6","6"
"Terra de Areia","4321436","-29.578199999990","-50.064399999990","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","1.176","1.160","1.210","1.250","1.135","1.135","1.135","906","500","596","386","386","356","356","356","1.331","1.257","1.256","500","1.120","1.400","1.400","1.260","520","782","782","782","782","804","680","680","680","680"
"Teut�nia","4321451","-29.448200000000","-51.804400000000","...","...","...","...","...","...","...","...","...","67","56","33","32","37","45","40","38","26","28","4","4","1","9","1","1","1","1","2","2","2","2","1","2","2","2","2","2","-","-","-","-","-","-","-","-","-","-","-"
"Tio Hugo","4321469","-28.574040000000","-52.594900000000","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","6","4","4","5","2","4","4","4","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Tiradentes do Sul","4321477","-27.402200000000","-54.081400000000","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","48","48","40","24","16","16","16","16","10","10","7","7","-","10","10","10","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Toropi","4321493","-29.478200000000","-54.224400000000","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","1.535","1.535","1.532","1.534","1.504","1.541","1.241","1.650","1.500","1.650","1.650","1.800","2.100","1.224","1.950","1.313","1.813","1.875","1.738","1.625","2.375","2.625","1.500","2.500","2.509"
"Torres","4321501","-29.333400000000","-49.733300000000","675","1.599","1.740","5.250","5.250","4.329","5.535","11.185","12.044","7.344","13.480","14.620","12.589","18.333","7.560","7.099","15.820","15.760","15.380","14.307","14.307","15.327","8.807","9.135","9.135","9.945","9.945","8.951","17.250","22.425","18.630","19.600","19.600","12.320","24.500","20.250","21.080","24.147","27.873","19.614","25.560","25.915","25.205","25.915","25.560","25.677","25.716","25.652"
"Tramanda�","4321600","-29.984100000000","-50.132199999990","1.980","1.826","2.534","1.925","1.925","1.650","1.625","1.962","1.875","1.485","1.874","4.531","4.531","5.390","5.121","382","350","500","550","550","550","550","550","700","495","574","574","532","574","574","1.787","1.820","1.820","1.820","1.500","1.500","1.300","2.418","2.246","2.246","2.246","2.289","2.289","1.700","1.440","1.440","1.440","1.800"
"Travesseiro","4321626","-29.297699999990","-52.053199999990","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","29","29","29","17","17","17","17","17","17","4","4","4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Tr�s Arroios","4321634","-27.500299999990","-52.144799999990","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","252","140","-","120","120","96","96","88","96","160","72","108","108","76","108","22","1","8","8","8","2","5","5","3","4","-","-","-","-","-","-","-","-"
"Tr�s Cachoeiras","4321667","-29.448699999990","-49.927500000000","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","397","430","430","447","447","27","27","1.320","1.652","1.941","1.941","1.941","1.941","1.941","1.941","2.521","2.620","2.620","3.020","3.500","3.500","3.500","3.704","3.783","3.736","3.736","3.736","3.360","3.360","3.360","3.318","3.318","3.318"
"Tr�s Coroas","4321709","-29.513700000000","-50.773899999990","108","37","42","126","115","94","45","134","57","46","46","41","36","34","-","94","94","42","27","27","27","27","13","27","26","26","26","26","26","8","8","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","4"
"Tr�s de Maio","4321808","-27.780000000000","-54.235700000000","700","1.317","1.080","600","200","130","130","128","122","150","300","300","495","450","369","335","381","334","564","480","480","480","146","468","468","468","468","468","468","468","230","16","40","18","15","4","4","17","17","17","18","18","18","18","18","18","-","-"
"Tr�s Forquilhas","4321832","-29.538399999990","-50.070799999990","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","126","126","126","68","68","68","68","68","68","68","68","68","67","67","67","-","-","90","96","-","-","-","-","-","-","-","-","-","-"
"Tr�s Palmeiras","4321857","-27.613900000000","-52.843699999990","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","483","552","6","108","120","150","110","84","110","110","55","22","24","24","24","24","5","9","9","9","6","8","-","-","-","-","-","-","-","-","-","-","-"
"Tr�s Passos","4321907","-27.455500000000","-53.929600000000","270","540","540","549","243","27","540","643","432","400","720","624","408","200","108","270","225","120","182","120","120","104","44","51","51","45","45","18","10","10","10","5","9","9","9","9","9","9","-","-","-","-","-","-","-","6","6","-"
"Trindade do Sul","4321956","-27.523900000000","-52.895600000000","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","346","132","5","80","80","80","80","75","190","60","60","60","60","24","36","0","-","4","4","3","4","5","15","1","-","-","-","-","-","-","-","-","-"
"Triunfo","4322004","-29.929099999990","-51.707500000000","2.629","4.987","5.090","6.320","6.000","2.428","3.900","8.284","7.480","6.423","7.265","10.320","10.800","11.250","11.000","12.880","11.250","12.000","20.000","24.230","19.950","22.000","10.000","15.675","17.575","25.000","25.000","38.500","33.000","30.250","33.800","35.100","36.000","42.000","57.400","70.000","52.500","50.400","57.155","60.350","47.570","53.250","52.824","59.427","65.700","57.150","56.250","60.000"
"Tucunduva","4322103","-27.657299999990","-54.443899999990","180","360","360","160","80","30","42","12","25","14","150","150","12","95","15","45","45","36","36","18","18","18","17","18","18","18","18","18","18","18","18","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Tunas","4322152","-29.103899999990","-52.953800000000","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","90","144","0","230","247","240","240","160","180","120","120","60","75","75","88","23","-","12","12","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Tupanci do Sul","4322186","-27.924099999990","-51.538300000000","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","39","39","39","54","40","40","60","60","63","53","11","11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Tupanciret�","4322202","-29.085799999990","-53.844499999990","490","726","659","1.200","1.200","480","700","950","950","750","1.185","1.104","645","1.229","681","840","1.260","466","981","1.376","400","600","705","169","324","310","240","270","193","168","120","20","80","85","85","85","85","85","85","14","28","-","-","-","-","-","-","-"
"Tupandi","4322251","-29.477200000000","-51.417400000000","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","36","30","33","42","42","42","42","24","50","30","30","30","16","16","16","16","8","16","16","16","16","16","16","16","2","2","2","2","2","2","2","2","2"
"Tuparendi","4322301","-27.759799999990","-54.481400000000","180","240","288","160","80","48","51","40","38","28","28","60","48","84","78","78","84","74","93","87","88","60","60","64","59","64","64","64","64","64","64","3","83","12","12","12","12","12","12","12","12","12","12","12","12","12","-","-"
"Turu�u","4322327","-31.417300000000","-52.170600000000","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","6.435","5.265","6.435","5.940","6.050","5.500","4.950","7.586","7.625","6.405","6.710","13.177","12.087","14.552","13.505","10.080","13.121","12.647","14.045","12.018","14.597","13.122","12.660","13.391","15.805"
"Ubiretama","4322343","-28.040400000000","-54.685899999990","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","23","23","23","23","23","23","23","23","2","8","8","8","8","8","8","-","-","-","-","-","-","-","-","-","-"
"Uni�o da Serra","4322350","-28.783300000000","-52.023800000000","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","79","54","60","6","15","38","18","11","5","5","5","3","-","3","4","3","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Unistalda","4322376","-29.039999999990","-55.151699999990","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","528","450","712","990","338","36","-","-","-","165","156","810","878","673","788","-","600","360","-","-","-","-","-","-","-"
"Uruguaiana","4322400","-29.761399999990","-57.085299999990","109.766","128.892","150.121","180.000","163.116","183.067","233.200","233.685","249.906","229.607","343.756","347.900","390.100","435.000","442.000","348.367","238.500","421.200","558.000","547.424","455.700","535.680","378.000","252.000","310.500","485.954","305.674","420.370","511.010","400.991","541.208","403.000","590.329","444.659","650.642","680.621","507.788","734.364","594.355","640.484","695.540","751.684","678.321","712.791","755.486","622.385","637.500","783.737"
"Vacaria","4322509","-28.507899999990","-50.941800000000","55","220","400","600","100","100","100","156","142","209","195","195","225","225","56","45","45","5","45","30","23","23","4","17","17","17","17","21","11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Vale do Sol","4322533","-29.596699999990","-52.683900000000","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","4.880","4.458","4.678","3.949","5.545","4.445","5.545","5.545","5.026","5.076","5.095","6.090","3.442","5.010","5.010","5.790","5.790","5.099","6.790","5.238","6.650","6.650","7.653","7.140","7.875","7.875","8.140","7.920","7.875"
"Vale Real","4322541","-29.391900000000","-51.255899999990","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","21","21","21","3","15","9","3","3","3","3","5","5","3","4","4","3","3","3","3","3","-","-","-","-","-","-","-","-","-"
"Vale Verde","4322525","-29.786400000000","-52.185699999990","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","6.273","5.610","7.140","7.500","5.617","8.240","7.035","8.120","5.338","9.400","9.490","10.300","11.110","9.500","9.399","7.237","7.705","7.370","7.700","7.642","8.856","7.640","7.981","5.600","6.300"
"Vanini","4322558","-28.475800000000","-51.844700000000","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","29","29","-","36","26","26","20","8","10","10","8","5","5","10","12","12","2","8","8","8","8","-","-","-","-","-","-","-","-","-","-","-","-"
"Ven�ncio Aires","4322608","-29.614300000000","-52.193199999990","3.780","3.466","4.567","4.278","4.008","2.533","5.090","6.116","6.270","6.449","5.250","5.400","3.400","5.600","5.900","4.800","4.360","3.270","3.420","5.483","3.750","6.450","4.635","5.315","4.400","8.360","8.920","8.563","9.183","9.950","9.950","6.890","10.200","10.100","11.175","12.876","10.396","12.980","14.502","14.165","13.080","14.520","13.525","15.275","14.400","12.640","11.780","15.620"
"Vera Cruz","4322707","-29.718399999990","-52.515200000000","1.950","2.975","3.596","2.700","2.335","1.894","1.680","2.664","3.020","2.078","2.320","1.605","323","1.650","3.025","2.500","1.600","1.640","1.750","2.790","1.210","2.010","2.005","2.255","1.355","5.010","4.510","4.000","4.500","4.095","5.785","4.560","6.045","6.045","6.045","6.045","900","7.000","6.000","7.000","6.500","7.000","5.401","7.000","8.400","6.700","5.427","6.440"
"Veran�polis","4322806","-28.931200000000","-51.551600000000","1.000","1.000","1.000","1.000","500","320","480","562","394","292","120","120","60","120","116","40","40","25","40","40","30","15","5","10","5","2","-","-","-","8","6","3","7","7","4","4","-","-","-","-","-","-","-","-","-","-","-","-"
"Vespasiano Correa","4322855","-29.065500000000","-51.862500000000","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","28","28","15","15","15","5","5","5","-","5","5","5","4","5","4","4","5","5","-","-","-","-","-","-","-"
"Viadutos","4322905","-27.571600000000","-52.021099999990","189","288","348","413","40","38","225","169","90","72","72","120","64","64","72","108","72","0","140","115","117","163","24","24","36","18","40","40","30","40","6","-","16","18","18","9","-","7","1","-","-","-","-","-","-","-","-","-"
"Viam�o","4323002","-30.081900000000","-51.019399999990","29.409","28.428","35.357","30.400","24.620","21.022","29.739","36.367","39.425","31.879","39.585","49.440","60.648","74.250","80.040","83.270","72.000","89.500","90.000","83.850","90.000","105.925","68.465","61.817","67.940","82.528","89.842","67.554","77.284","87.154","111.372","108.539","136.530","152.081","140.266","163.792","149.552","163.558","174.855","187.390","218.789","176.156","177.128","163.465","147.225","136.957","124.585","133.878"
"Vicente Dutra","4323101","-27.160799999990","-53.402200000000","9","100","100","588","-","-","520","400","152","122","135","160","79","221","104","169","169","0","39","39","39","39","117","39","39","78","78","90","90","90","90","90","90","90","90","90","90","90","90","45","30","3","3","15","3","3","3","3"
"Victor Graeff","4323200","-28.563199999990","-52.749499999990","360","450","500","400","180","12","65","155","108","156","110","142","44","188","70","200","140","0","210","252","252","252","55","60","60","60","25","28","18","13","10","3","8","8","8","3","-","-","-","-","-","-","-","-","-","-","-","-"
"Vila Flores","4323309","-28.859800000000","-51.550400000000","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","30","30","18","27","18","18","9","8","3","3","3","-","-","-","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Vila L�ngaro","4323358","-28.106200000000","-52.143799999990","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","24","24","24","24","24","24","12","10","-","6","6","6","4","4","4","4","4","4","1","-","-","-","-","-","-"
"Vila Maria","4323408","-28.535900000000","-52.148699999990","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","225","42","0","50","50","50","56","45","34","42","42","42","67","67","67","67","-","48","24","12","12","-","-","-","-","-","-","-","-","-","-","-","-"
"Vila Nova do Sul","4323457","-30.346100000000","-53.875999999990","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","2.750","2.300","2.500","2.500","2.125","2.125","2.750","2.325","2.750","2.800","2.145","2.760","2.027","2.530","2.530","2.750","2.750","2.200","2.363","1.755","1.134","2.363","2.450","1.740","2.800","2.476","1.200","1.200","2.100"
"Vista Alegre","4323507","-27.368600000000","-53.491900000000","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","39","60","0","104","98","56","56","68","28","28","146","146","146","156","156","156","156","156","156","90","15","15","15","15","2","2","4","4","4","4","4","4","4"
"Vista Alegre do Prata","4323606","-28.805199999990","-51.794600000000","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","70","70","-","70","70","42","50","25","42","43","42","42","17","9","9","5","-","8","9","5","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Vista Ga�cha","4323705","-27.290199999990","-53.697400000000","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","45","45","40","70","48","48","32","26","13","13","10","10","6","6","6","6","6","20","20","20","20","20","4","-","-","-","-","-","-","-","-","-","-"
"Vit�ria das Miss�es","4323754","-28.351600000000","-54.503999999990","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","762","287","463","210","430","295","262","520","285","410","375","400","350","350","350","420","120","600","600","300","300","-","-","-","-","-","100","100","100"
"Westfalia","4323770","-29.374400000000","-51.746299999990","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Xangri-l�","4323804","-29.806500000000","-50.051900000000","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","-","-","-","1.058","630","-","-","-","-","-","-","1.315","1.285","1.285","1.285","362","550","500","1.422","1.683","1.605","1.605","1.439","845","325","864","1.080","1.584","2.422"
